ACTUAL	CHEFLIEU	CDC	RANG	REG	DEP	COM	AR	CT	MODIF	POLE	TNCC	ARTMAJ	NCC	ARTMIN	NCCENR	ARTICLCT	NCCCT	MOD	MANIP
1	1	0		72	33	081	3	17	1		0		CADILLAC		Cadillac		Cadillac	42	M
1	0	0		72	33	091	4	20	1		0		CANTENAC		Cantenac		Castelnau-de-Médoc	42	M
1	0	0		72	33	093	3	17	1		0		CAPIAN		Capian		Cadillac	42	M
1	0	0		72	33	098	3	17	1		0		CARDAN		Cardan		Cadillac	42	M
1	1	0		72	33	104	4	20	1		0		CASTELNAU-DE-MEDOC		Castelnau-de-Médoc		Castelnau-de-Médoc	42	M
1	0	0		72	33	120	3	36	1		0		CERONS		Cérons		Podensac	42	M
1	0	0		72	33	143	1	39	1		0		CUBZAC-LES-PONTS		Cubzac-les-Ponts		Saint-André-de-Cubzac	42	M
1	0	0		72	33	146	4	20	1		0		CUSSAC-FORT-MEDOC		Cussac-Fort-Médoc		Castelnau-de-Médoc	42	M
1	0	0		72	33	152	3	17	1		0		DONZAC		Donzac		Cadillac	42	M
1	0	0		72	33	176	3	17	1		0		GABARNAC		Gabarnac		Cadillac	42	M
1	0	0		72	33	183	1	39	1		0		GAURIAGUET		Gauriaguet		Saint-André-de-Cubzac	42	M
1	0	0		72	33	197	3	36	1		0		GUILLOS		Guillos		Podensac	42	M
1	0	0		72	33	199	6	49	1		0		GUJAN-MESTRAS		Gujan-Mestras	(La)	Teste-de-Buch	42	M
1	0	0		72	33	205	3	36	1		1		ILLATS		Illats		Podensac	42	M
1	0	0		72	33	211	4	20	1		0		LABARDE		Labarde		Castelnau-de-Médoc	42	M
1	0	0		72	33	214	4	20	1		0		LACANAU		Lacanau		Castelnau-de-Médoc	42	M
1	0	0		72	33	220	4	20	1		0		LAMARQUE		Lamarque		Castelnau-de-Médoc	42	M
1	0	0		72	33	225	3	36	1		0		LANDIRAS		Landiras		Podensac	42	M
1	0	0		72	33	226	3	17	1		0		LANGOIRAN		Langoiran		Cadillac	42	M
1	0	0		72	33	229	6	02	1		0		LANTON		Lanton		Audenge	42	M
1	0	0		72	33	231	3	17	1		0		LAROQUE		Laroque		Cadillac	42	M
1	0	0		72	33	236	6	02	1		0		LEGE-CAP-FERRET		Lège-Cap-Ferret		Audenge	42	M
1	0	0		72	33	241	3	17	1		0		LESTIAC-SUR-GARONNE		Lestiac-sur-Garonne		Cadillac	42	M
1	0	0		72	33	248	4	20	1		0		LISTRAC-MEDOC		Listrac-Médoc		Castelnau-de-Médoc	42	M
1	0	0		72	33	253	3	17	1		0		LOUPIAC		Loupiac		Cadillac	42	M
1	0	0		72	33	260	6	05	1		0		LUGOS		Lugos		Belin-Béliet	42	M
1	0	0		72	33	268	4	20	1		0		MARGAUX		Margaux		Castelnau-de-Médoc	42	M
1	0	0		72	33	284	6	02	1		0		MIOS		Mios		Audenge	42	M
1	0	0		72	33	288	3	17	1		0		MONPRIMBLANC		Monprimblanc		Cadillac	42	M
1	0	0		72	33	297	4	20	1		0		MOULIS-EN-MEDOC		Moulis-en-Médoc		Castelnau-de-Médoc	42	M
1	0	0		72	33	308	3	17	1		1		OMET		Omet		Cadillac	42	M
1	0	0		72	33	311	3	17	1		0		PAILLET		Paillet		Cadillac	42	M
1	0	0		72	33	321	1	39	1		0		PEUJARD		Peujard		Saint-André-de-Cubzac	42	M
1	1	0		72	33	327	3	36	1		0		PODENSAC		Podensac		Podensac	42	M
1	0	0		72	33	333	4	20	1		2	(LE)	PORGE	(Le)	Porge		Castelnau-de-Médoc	42	M
1	0	0		72	33	334	3	36	1		0		PORTETS		Portets		Podensac	42	M
1	0	0		72	33	337	3	36	1		0		PREIGNAC		Preignac		Podensac	42	M
1	0	0		72	33	343	3	36	1		0		PUJOLS-SUR-CIRON		Pujols-sur-Ciron		Podensac	42	M
1	0	0		72	33	355	3	17	1		0		RIONS		Rions		Cadillac	42	M
1	1	0		72	33	366	1	39	1		0		SAINT-ANDRE-DE-CUBZAC		Saint-André-de-Cubzac		Saint-André-de-Cubzac	42	M
1	0	0		72	33	371	1	39	1		0		SAINT-ANTOINE		Saint-Antoine		Saint-André-de-Cubzac	42	M
1	0	0		72	33	392	3	17	1		0		SAINTE-CROIX-DU-MONT		Sainte-Croix-du-Mont		Cadillac	42	M
1	0	0		72	33	415	1	39	1		0		SAINT-GERVAIS		Saint-Gervais		Saint-André-de-Cubzac	42	M
1	0	0		72	33	417	4	20	1		0		SAINTE-HELENE		Sainte-Hélène		Castelnau-de-Médoc	42	M
1	0	0		72	33	425	1	39	1		0		SAINT-LAURENT-D'ARCE		Saint-Laurent-d'Arce		Saint-André-de-Cubzac	42	M
1	0	0		72	33	436	6	05	1		0		SAINT-MAGNE		Saint-Magne		Belin-Béliet	42	M
1	0	0		72	33	452	3	36	1		0		SAINT-MICHEL-DE-RIEUFRET		Saint-Michel-de-Rieufret		Podensac	42	M
1	0	0		72	33	494	4	20	1		0		SALAUNES		Salaunes		Castelnau-de-Médoc	42	M
1	0	0		72	33	495	1	39	1		0		SALIGNAC		Salignac		Saint-André-de-Cubzac	42	M
1	0	0		72	33	498	6	05	1		0		SALLES		Salles		Belin-Béliet	42	M
1	0	0		72	33	503	4	20	1		0		SAUMOS		Saumos		Castelnau-de-Médoc	42	M
1	0	0		72	33	517	4	20	1		0		SOUSSANS		Soussans		Castelnau-de-Médoc	42	M
1	0	0		72	33	527	6	49	1		2	(LE)	TEICH	(Le)	Teich	(La)	Teste-de-Buch	42	M
1	0	0		72	33	528	4	20	1		2	(LE)	TEMPLE	(Le)	Temple		Castelnau-de-Médoc	42	M
1	1	0		72	33	529	6	49	1		3	(LA)	TESTE-DE-BUCH	(La)	Teste-de-Buch	(La)	Teste-de-Buch	42	M
1	0	0		72	33	549	3	17	1		0		VILLENAVE-DE-RIONS		Villenave-de-Rions		Cadillac	42	M
1	0	0		72	33	552	3	36	1		0		VIRELADE		Virelade		Podensac	42	M
1	0	0		72	33	553	1	39	1		0		VIRSAC		Virsac		Saint-André-de-Cubzac	42	M
1	0	0		72	33	555	6	02	1		0		MARCHEPRIME		Marcheprime		Audenge	42	M
1	0	0		91	34	005	2	13	1		1		AGONES		Agonès		Ganges	42	M
1	1	0		91	34	010	2	02	1		1		ANIANE		Aniane		Aniane	42	M
1	0	0		91	34	012	2	02	1		1		ARGELLIERS		Argelliers		Aniane	42	M
1	0	0		91	34	035	2	02	1		3	(LA)	BOISSIERE	(La)	Boissière		Aniane	42	M
1	0	0		91	34	042	2	13	1		0		BRISSAC		Brissac		Ganges	42	M
1	0	0		91	34	060	2	32	1		0		CAUSSE-DE-LA-SELLE		Causse-de-la-Selle		Saint-Martin-de-Londres	42	M
1	0	0		91	34	067	2	13	1		0		CAZILHAC		Cazilhac		Ganges	42	M
1	1	0		91	34	111	2	13	1		0		GANGES		Ganges		Ganges	42	M
1	0	0		91	34	115	2	13	1		0		GORNIES		Gorniès		Ganges	42	M
1	0	0		91	34	128	2	13	1		0		LAROQUE		Laroque		Ganges	42	M
1	0	0		91	34	152	2	32	1		0		MAS-DE-LONDRES		Mas-de-Londres		Saint-Martin-de-Londres	42	M
1	0	0		91	34	163	2	02	1		0		MONTARNAUD		Montarnaud		Aniane	42	M
1	0	0		91	34	171	2	13	1		0		MONTOULIEU		Montoulieu		Ganges	42	M
1	0	0		91	34	174	2	13	1		0		MOULES-ET-BAUCELS		Moulès-et-Baucels		Ganges	42	M
1	0	0		91	34	185	2	32	1		0		NOTRE-DAME-DE-LONDRES		Notre-Dame-de-Londres		Saint-Martin-de-Londres	42	M
1	0	0		91	34	195	2	32	1		0		PEGAIROLLES-DE-BUEGES		Pégairolles-de-Buèges		Saint-Martin-de-Londres	42	M
1	0	0		91	34	221	2	02	1		0		PUECHABON		Puéchabon		Aniane	42	M
1	0	0		91	34	236	2	32	1		0		ROUET		Rouet		Saint-Martin-de-Londres	42	M
1	0	0		91	34	238	2	32	1		0		SAINT-ANDRE-DE-BUEGES		Saint-André-de-Buèges		Saint-Martin-de-Londres	42	M
1	0	0		91	34	243	2	13	1		0		SAINT-BAUZILLE-DE-PUTOIS		Saint-Bauzille-de-Putois		Ganges	42	M
1	0	0		91	34	261	2	02	1		0		SAINT-GUILHEM-LE-DESERT		Saint-Guilhem-le-Désert		Aniane	42	M
1	0	0		91	34	264	2	32	1		0		SAINT-JEAN-DE-BUEGES		Saint-Jean-de-Buèges		Saint-Martin-de-Londres	42	M
1	1	0		91	34	274	2	32	1		0		SAINT-MARTIN-DE-LONDRES		Saint-Martin-de-Londres		Saint-Martin-de-Londres	42	M
1	0	0		91	34	282	2	02	1		0		SAINT-PAUL-ET-VALMALLE		Saint-Paul-et-Valmalle		Aniane	42	M
1	0	0		91	34	342	2	32	1		0		VIOLS-EN-LAVAL		Viols-en-Laval		Saint-Martin-de-Londres	42	M
1	0	0		91	34	343	2	32	1		0		VIOLS-LE-FORT		Viols-le-Fort		Saint-Martin-de-Londres	42	M
1	0	0		53	35	005	1	33	1		1		ARBRISSEL		Arbrissel		Retiers	42	M
1	1	0		53	35	006	1	02	1		1		ARGENTRE-DU-PLESSIS		Argentré-du-Plessis		Argentré-du-Plessis	42	M
1	0	0		53	35	008	1	15	1		1		AVAILLES-SUR-SEICHE		Availles-sur-Seiche	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	014	1	15	1		0		BAIS		Bais	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	015	1	42	1		0		BALAZE		Balazé		Vitré-Est	42	M
3				53	35	020			1	35130	0		BAZOUGES-SOUS-HEDE		Bazouges-sous-Hédé			35	M
1	0	0		53	35	038	1	42	1		0		BREAL-SOUS-VITRE		Bréal-sous-Vitré		Vitré-Est	42	M
1	0	0		53	35	042	1	02	1		0		BRIELLES		Brielles		Argentré-du-Plessis	42	M
1	0	0		53	35	052	1	43	1		0		CHAMPEAUX		Champeaux		Vitré-Ouest	42	M
1	0	0		53	35	061	1	42	1		3	(LA)	CHAPELLE-ERBREE	(La)	Chapelle-Erbrée		Vitré-Est	42	M
1	1	0		53	35	068	1	06	1		0		CHATEAUBOURG		Châteaubourg		Châteaubourg	42	M
1	0	0		53	35	072	1	42	1		0		CHATILLON-EN-VENDELAIS		Châtillon-en-Vendelais		Vitré-Est	42	M
1	0	0		53	35	077	1	15	1		0		CHELUN		Chelun	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	082	1	33	1		0		COESMES		Coësmes		Retiers	42	M
1	0	0		53	35	087	1	43	1		0		CORNILLE		Cornillé		Vitré-Ouest	42	M
1	0	0		53	35	090	2	03	1		0		CREVIN		Crevin		Bain-de-Bretagne	10	M
1	0	0		53	35	096	1	06	1		0		DOMAGNE		Domagné		Châteaubourg	42	M
1	0	0		53	35	097	1	02	1		0		DOMALAIN		Domalain		Argentré-du-Plessis	42	M
1	0	0		53	35	102	1	15	1		0		DROUGES		Drouges	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	103	1	15	1		1		EANCE		Eancé	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	105	1	42	1		1		ERBREE		Erbrée		Vitré-Est	42	M
1	0	0		53	35	108	1	33	1		1		ESSE		Essé		Retiers	42	M
1	0	0		53	35	109	1	02	1		1		ETRELLES		Étrelles		Argentré-du-Plessis	42	M
1	0	0		53	35	114	1	33	1		0		FORGES-LA-FORET		Forges-la-Forêt		Retiers	42	M
1	0	0		53	35	119	1	02	1		0		GENNES-SUR-SEICHE		Gennes-sur-Seiche		Argentré-du-Plessis	42	M
1	1	0		53	35	125	1	15	1		3	(LA)	GUERCHE-DE-BRETAGNE	(La)	Guerche-de-Bretagne	(La)	Guerche-de-Bretagne	42	M
1	1	0		53	35	130	3	17	1		0		HEDE-BAZOUGES		Hédé-Bazouges		Hédé-Bazouges	10	M
1	1	0		53	35	130	3	17	1		0		HEDE-BAZOUGES		Hédé-Bazouges		Hédé-Bazouges	36	M
1	0	0		53	35	141	1	43	1		0		LANDAVRAN		Landavran		Vitré-Ouest	42	M
1	0	0		53	35	161	1	06	1		0		LOUVIGNE-DE-BAIS		Louvigné-de-Bais		Châteaubourg	42	M
1	0	0		53	35	165	1	33	1		0		MARCILLE-ROBERT		Marcillé-Robert		Retiers	42	M
1	0	0		53	35	166	1	43	1		0		MARPIRE		Marpiré		Vitré-Ouest	42	M
1	0	0		53	35	167	1	33	1		0		MARTIGNE-FERCHAUD		Martigné-Ferchaud		Retiers	42	M
1	0	0		53	35	170	1	43	1		0		MECE		Mecé		Vitré-Ouest	42	M
1	0	0		53	35	183	1	42	1		0		MONDEVERT		Mondevert		Vitré-Est	42	M
1	0	0		53	35	185	1	42	1		0		MONTAUTOUR		Montautour		Vitré-Est	42	M
1	0	0		53	35	192	1	43	1		0		MONTREUIL-DES-LANDES		Montreuil-des-Landes		Vitré-Ouest	42	M
1	0	0		53	35	194	1	43	1		0		MONTREUIL-SOUS-PEROUSE		Montreuil-sous-Pérouse		Vitré-Ouest	42	M
1	0	0		53	35	198	1	15	1		0		MOULINS		Moulins	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	199	1	15	1		0		MOUSSE		Moussé	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	200	1	15	1		0		MOUTIERS		Moutiers	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	209	1	06	1		1		OSSE		Ossé		Châteaubourg	42	M
1	0	0		53	35	217	1	02	1		2	(LE)	PERTRE	(Le)	Pertre		Argentré-du-Plessis	42	M
1	0	0		53	35	229	1	43	1		0		POCE-LES-BOIS		Pocé-les-Bois		Vitré-Ouest	42	M
1	0	0		53	35	232	1	42	1		0		PRINCE		Princé		Vitré-Est	42	M
1	0	0		53	35	235	1	15	1		0		RANNEE		Rannée	(La)	Guerche-de-Bretagne	42	M
1	1	0		53	35	239	1	33	1		0		RETIERS		Retiers		Retiers	42	M
1	0	0		53	35	252	1	43	1		0		SAINT-AUBIN-DES-LANDES		Saint-Aubin-des-Landes		Vitré-Ouest	42	M
1	0	0		53	35	260	1	43	1		0		SAINT-CHRISTOPHE-DES-BOIS		Saint-Christophe-des-Bois		Vitré-Ouest	42	M
1	0	0		53	35	262	1	33	1		0		SAINTE-COLOMBE		Sainte-Colombe		Retiers	42	M
1	0	0		53	35	264	1	06	1		0		SAINT-DIDIER		Saint-Didier		Châteaubourg	42	M
1	0	0		53	35	272	1	02	1		0		SAINT-GERMAIN-DU-PINEL		Saint-Germain-du-Pinel		Argentré-du-Plessis	42	M
1	0	0		53	35	283	1	06	1		0		SAINT-JEAN-SUR-VILAINE		Saint-Jean-sur-Vilaine		Châteaubourg	42	M
1	0	0		53	35	300	1	42	1		0		SAINT-M'HERVE		Saint-M'Hervé		Vitré-Est	42	M
1	0	0		53	35	317	3	17	1		0		SAINT-SYMPHORIEN		Saint-Symphorien		Hédé-Bazouges	21	M
1	0	0		53	35	325	1	15	1		3	(LA)	SELLE-GUERCHAISE	(La)	Selle-Guerchaise	(La)	Guerche-de-Bretagne	42	M
1	0	0		53	35	330	1	43	1		0		TAILLIS		Taillis		Vitré-Ouest	42	M
1	0	0		53	35	333	1	33	1		2	(LE)	THEIL-DE-BRETAGNE	(Le)	Theil-de-Bretagne		Retiers	42	M
1	0	0		53	35	335	1	33	1		0		THOURIE		Thourie		Retiers	42	M
1	0	0		53	35	338	1	02	1		0		TORCE		Torcé		Argentré-du-Plessis	42	M
1	0	0		53	35	347	1	43	1		0		VAL-D'IZE		Val-d'Izé		Vitré-Ouest	42	M
1	0	0		53	35	350	1	02	1		0		VERGEAL		Vergéal		Argentré-du-Plessis	42	M
1	0	0		53	35	359	1	15	1		0		VISSEICHE		Visseiche	(La)	Guerche-de-Bretagne	42	M
6	1	1	3	53	35	360	1	42	0		0		VITRE		Vitré		Vitré-Est	42	M
6	1	1	3	53	35	360	1	43	0		0		VITRE		Vitré		Vitré-Ouest	42	M
1	1	2	3	53	35	360	1	99	1		0		VITRE		Vitré		Canton non précisé	42	M
1	0	0		82	38	216	1	42	1		0		MALLEVAL-EN-VERCORS		Malleval-en-Vercors		Vinay	10	M
1	0	0		82	38	280	1	20	1		0		NOTRE-DAME-DE-VAULX		Notre-Dame-de-Vaulx	(La)	Mure	10	M
1	0	0		43	39	049	2	23	1		0		BERSAILLIN		Bersaillin		Poligny	36	M
1	0	0		43	39	060	2	07	1		0		BOIS-DE-GAND		Bois-de-Gand		Chaumergy	42	M
3				43	39	067			1	39049	2	(LE)	BOUCHAUD	(Le)	Bouchaud			35	M
1	0	0		43	39	093	1	31	1		0		CHAMBLAY		Chamblay		Villers-Farlay	42	M
1	0	0		43	39	095	1	31	1		0		CHAMPAGNE-SUR-LOUE		Champagne-sur-Loue		Villers-Farlay	42	M
1	0	0		43	39	112	2	07	1		3	(LA)	CHASSAGNE	(La)	Chassagne		Chaumergy	42	M
1	1	0		43	39	124	2	07	1		0		CHAUMERGY		Chaumergy		Chaumergy	42	M
1	0	0		43	39	132	2	07	1		3	(LA)	CHAUX-EN-BRESSE	(La)	Chaux-en-Bresse		Chaumergy	42	M
1	0	0		43	39	140	2	07	1		0		CHENE-SEC		Chêne-Sec		Chaumergy	42	M
1	0	0		43	39	160	2	07	1		0		COMMENAILLES		Commenailles		Chaumergy	42	M
1	0	0		43	39	176	1	31	1		0		CRAMANS		Cramans		Villers-Farlay	42	M
1	0	0		43	39	196	2	07	1		4	(LES)	DEUX-FAYS	(Les)	Deux-Fays		Chaumergy	42	M
1	0	0		43	39	206	1	31	1		1		ECLEUX		Écleux		Villers-Farlay	42	M
3				43	39	231			1	39436	0		FONTENY		Fonteny			35	M
1	0	0		43	39	234	2	07	1		0		FOULENAY		Foulenay		Chaumergy	42	M
1	0	0		43	39	236	2	07	1		0		FRANCHEVILLE		Francheville		Chaumergy	42	M
1	0	0		43	39	238	1	18	1		0		FRASNE-LES-MEULIERES		Frasne-les-Meulières		Montmirey-le-Château	10	M
1	0	0		43	39	243	2	07	1		0		FROIDEVILLE		Froideville		Chaumergy	42	M
1	0	0		43	39	259	1	31	1		0		GRANGE-DE-VAIVRE		Grange-de-Vaivre		Villers-Farlay	42	M
1	0	0		43	39	367	3	19	1		0		MORBIER		Morbier		Morez	32	M
1	0	0		43	39	370	1	31	1		0		MOUCHARD		Mouchard		Villers-Farlay	42	M
3				43	39	374			1	39436	0		MOUTAINE		Moutaine			35	M
1	0	0		43	39	399	1	31	1		1		OUNANS		Ounans		Villers-Farlay	42	M
1	0	0		43	39	403	1	31	1		0		PAGNOZ		Pagnoz		Villers-Farlay	42	M
1	0	0		43	39	436	2	29	1		0		PONT-D'HERY		Pont-d'Héry		Salins-les-Bains	36	M
1	0	0		43	39	439	1	31	1		0		PORT-LESNEY		Port-Lesney		Villers-Farlay	42	M
1	0	0		43	39	454	2	07	1		0		RECANOZ		Recanoz		Chaumergy	42	M
1	0	0		43	39	472	2	07	1		0		RYE		Rye		Chaumergy	42	M
1	0	0		43	39	511	2	07	1		0		SERGENAUX		Sergenaux		Chaumergy	42	M
1	0	0		43	39	512	2	07	1		0		SERGENON		Sergenon		Chaumergy	42	M
3				43	39	524			1	39367	0		TANCUA		Tancua			31	M
1	0	0		43	39	565	1	31	1		0		VILLENEUVE-D'AVAL		Villeneuve-d'Aval		Villers-Farlay	42	M
1	1	0		43	39	569	1	31	1		0		VILLERS-FARLAY		Villers-Farlay		Villers-Farlay	42	M
1	0	0		43	39	575	2	07	1		2	(LE)	VILLEY	(Le)	Villey		Chaumergy	42	M
1	0	0		43	39	577	2	07	1		0		VINCENT		Vincent		Chaumergy	42	M
3				43	39	580			1	39049	2	(LE)	VISENEY	(Le)	Viseney			35	M
1	0	0		72	40	145	2	07	1		0		LARRIVIERE-SAINT-SAVIN		Larrivière-Saint-Savin		Grenade-sur-l'Adour	10	M
1	0	0		24	41	042	3	18	1		0		CHATEAUVIEUX		Châteauvieux		Saint-Aignan	42	M
1	0	0		24	41	043	3	18	1		0		CHATILLON-SUR-CHER		Châtillon-sur-Cher		Saint-Aignan	42	M
1	0	0		24	41	049	3	18	1		0		CHEMERY		Chémery		Saint-Aignan	42	M
1	0	0		24	41	054	3	18	1		0		CHOUSSY		Choussy		Saint-Aignan	42	M
1	0	0		24	41	062	3	18	1		0		COUDDES		Couddes		Saint-Aignan	42	M
1	0	0		24	41	063	3	18	1		0		COUFFY		Couffy		Saint-Aignan	42	M
1	0	0		24	41	126	3	18	1		0		MAREUIL-SUR-CHER		Mareuil-sur-Cher		Saint-Aignan	42	M
1	0	0		24	41	132	3	18	1		0		MEHERS		Méhers		Saint-Aignan	42	M
1	0	0		24	41	139	3	18	1		0		MEUSNES		Meusnes		Saint-Aignan	42	M
1	0	0		24	41	164	3	18	1		0		NOYERS-SUR-CHER		Noyers-sur-Cher		Saint-Aignan	42	M
1	0	0		24	41	181	3	18	1		0		POUILLE		Pouillé		Saint-Aignan	42	M
1	1	0		24	41	198	3	18	1		0		SAINT-AIGNAN		Saint-Aignan		Saint-Aignan	42	M
1	0	0		24	41	229	3	18	1		0		SAINT-ROMAIN-SUR-CHER		Saint-Romain-sur-Cher		Saint-Aignan	42	M
1	0	0		24	41	230	1	27	1		0		SAINT-SULPICE-DE-POMMERAY		Saint-Sulpice-de-Pommeray		Blois  5e  Canton	10	M
1	0	0		24	41	239	3	18	1		0		SEIGY		Seigy		Saint-Aignan	42	M
1	0	0		24	41	258	3	18	1		0		THESEE		Thésée		Saint-Aignan	42	M
1	0	0		82	42	151	1	09	1		0		MORNAND-EN-FOREZ		Mornand-en-Forez		Montbrison	10	M
1	0	0		82	42	239	2	34	1		0		SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE		Saint-Jean-Saint-Maurice-sur-Loire		Roanne-Sud	36	M
3				82	42	263			1	42239	0		SAINT-MAURICE-SUR-LOIRE		Saint-Maurice-sur-Loire			35	M
1	0	0		82	42	321	1	11	1		3	(LA)	VALLA-SUR-ROCHEFORT	(La)	Valla-sur-Rochefort		Noirétable	10	M
1	0	0		83	43	054	1	25	1		0		CHANALEILLES		Chanaleilles		Saugues	42	M
1	0	0		83	43	081	1	25	1		0		CROISANCES		Croisances		Saugues	42	M
1	0	0		83	43	083	1	25	1		0		CUBELLES		Cubelles		Saugues	42	M
1	0	0		83	43	090	1	25	1		1		ESPLANTAS		Esplantas		Saugues	42	M
1	0	0		83	43	104	1	25	1		0		GREZES		Grèzes		Saugues	42	M
1	0	0		83	43	136	1	25	1		0		MONISTROL-D'ALLIER		Monistrol-d'Allier		Saugues	42	M
1	0	0		83	43	173	1	25	1		0		SAINT-CHRISTOPHE-D'ALLIER		Saint-Christophe-d'Allier		Saugues	42	M
1	0	0		83	43	220	1	25	1		0		SAINT-PREJET-D'ALLIER		Saint-Préjet-d'Allier		Saugues	42	M
1	0	0		83	43	225	1	25	1		0		SAINT-VENERAND		Saint-Vénérand		Saugues	42	M
1	1	0		83	43	234	1	25	1		0		SAUGUES		Saugues		Saugues	42	M
1	0	0		83	43	245	1	25	1		0		THORAS		Thoras		Saugues	42	M
1	0	0		83	43	255	1	25	1		0		VAZEILLES-PRES-SAUGUES		Vazeilles-près-Saugues		Saugues	42	M
1	0	0		83	43	256	1	25	1		0		VENTEUGES		Venteuges		Saugues	42	M
1	1	0		52	44	131	3	32	1		0		PORNIC		Pornic		Pornic	36	M
3				52	44	177			1	44131	0		SAINTE-MARIE		Sainte-Marie			35	M
1	0	0		24	45	033	3	30	1		0		BOESSES		Boësses		Puiseaux	10	M
1	1	0		24	45	145	1	12	1		0		FERRIERES-EN-GATINAIS		Ferrières-en-Gâtinais		Ferrières-en-Gâtinais	10	M
1	0	0		24	45	265	1	11	1		0		ROZOY-LE-VIEIL		Rozoy-le-Vieil		Courtenay	10	M
1	0	0		72	47	112	2	08	1		0		GRATELOUP-SAINT-GAYRAND		Grateloup-Saint-Gayrand		Castelmoron-sur-Lot	10	M
1	0	0		72	47	112	2	08	1		0		GRATELOUP-SAINT-GAYRAND		Grateloup-Saint-Gayrand		Castelmoron-sur-Lot	36	M
1	0	0		72	47	163	2	38	1		0		MAUVEZIN-SUR-GUPIE		Mauvezin-sur-Gupie		Marmande-Ouest	21	M
1	0	0		72	47	227	2	05	1		0		RUFFIAC		Ruffiac		Bouglon	21	M
3				72	47	243			1	47112	0		SAINT-GAYRAND		Saint-Gayrand			35	M
1	0	0		52	49	157	3	04	1		2	(LE)	GUEDENIAU	(Le)	Guédeniau		Baugé	10	M
1	1	0		52	49	206	2	19	1		0		MONTFAUCON-MONTIGNE		Montfaucon-Montigné		Montfaucon-Montigné	11	M
1	1	0		52	49	206	2	19	1		0		MONTFAUCON-MONTIGNE		Montfaucon-Montigné		Montfaucon-Montigné	32	M
3				52	49	210			1	49206	0		MONTIGNE-SUR-MOINE		Montigné-sur-Moine			31	M
1	0	0		52	49	369	3	17	1		0		VERNOIL-LE-FOURRIER		Vernoil-le-Fourrier		Longué-Jumelles	10	M
1	0	0		25	50	102	1	42	1		0		CAROLLES		Carolles		Sartilly	21	M
6	1	1	4	25	50	129	2	11	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Nord-Ouest	11	M
6	1	1	4	25	50	129	2	11	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Nord-Ouest	24	A
6	1	1	4	25	50	129	2	11	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Nord-Ouest	32	M
6	1	1	4	25	50	129	2	25	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Sud-Ouest	11	M
6	1	1	4	25	50	129	2	25	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Sud-Ouest	24	A
6	1	1	4	25	50	129	2	25	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Sud-Ouest	32	M
6	1	1	4	25	50	129	2	49	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Sud-Est	11	M
6	1	1	4	25	50	129	2	49	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Sud-Est	24	A
6	1	1	4	25	50	129	2	49	0		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Cherbourg-Octeville-Sud-Est	32	M
1	2	2	4	25	50	129	2	96	1		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Canton non précisé	11	M
1	2	2	4	25	50	129	2	96	1		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Canton non précisé	24	A
1	2	2	4	25	50	129	2	96	1		0		CHERBOURG-OCTEVILLE		Cherbourg-Octeville		Canton non précisé	32	M
1	0	0		25	50	216	4	34	1		0		GRAIGNES-MESNIL-ANGOT		Graignes-Mesnil-Angot		Saint-Jean-de-Daye	11	M
1	0	0		25	50	216	4	34	1		0		GRAIGNES-MESNIL-ANGOT		Graignes-Mesnil-Angot		Saint-Jean-de-Daye	32	M
3				25	50	303			1	50216	2	(LE)	MESNIL-ANGOT	(Le)	Mesnil-Angot			31	M
3				25	50	383			1	50129	1		OCTEVILLE		Octeville			31	M
1	0	0		21	51	007	2	03	1		1		AMBONNAY		Ambonnay		Ay	42	M
1	0	0		21	51	028	2	03	1		1		AVENAY-VAL-D'OR		Avenay-Val-d'Or		Ay	42	M
1	1	0		21	51	030	2	03	1		1		AY		Ay		Ay	42	M
1	0	0		21	51	064	2	03	1		0		BISSEUIL		Bisseuil		Ay	42	M
1	0	0		21	51	079	2	03	1		0		BOUZY		Bouzy		Ay	42	M
1	0	0		21	51	119	2	03	1		0		CHAMPILLON		Champillon		Ay	42	M
