ACTUAL	CHEFLIEU	CDC	RANG	REG	DEP	COM	AR	CT	MODIF	POLE	TNCC	ARTMAJ	NCC	ARTMIN	NCCENR	ARTICLCT	NCCCT	MOD	MANIP
1	0	0		94	2B	252	3	39	1		0		PRUNO		Pruno		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	255	3	39	1		0		QUERCITELLO		Quercitello		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	257	5	26	1		0		RAPALE		Rapale	(Le)	Haut-Nebbio	42	M
1	0	0		94	2B	265	5	26	1		0		RUTALI		Rutali	(Le)	Haut-Nebbio	42	M
1	0	0		94	2B	273	3	39	1		0		SCATA		Scata		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	274	3	14	1		0		SCOLCA		Scolca		Alto-di-Casaconi	42	M
1	0	0		94	2B	280	3	39	1		0		SILVARECCIO		Silvareccio		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	286	3	59	1		0		SORBO-OCAGNANO		Sorbo-Ocagnano		Vescovato	42	M
1	0	0		94	2B	287	5	26	1		0		SORIO		Sorio	(Le)	Haut-Nebbio	42	M
1	0	0		94	2B	293	3	16	1		0		SANT'ANDREA-DI-COTONE		Sant'Andréa-di-Cotone		Campoloro-di-Moriani	42	M
1	0	0		94	2B	297	3	39	1		0		SAN-DAMIANO		San-Damiano		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	298	5	29	1		0		SAINT-FLORENT		Saint-Florent	(La)	Conca-d'Oro	42	M
1	0	0		94	2B	299	3	39	1		0		SAN-GAVINO-D'AMPUGNANI		San-Gavino-d'Ampugnani		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	301	5	26	1		0		SAN-GAVINO-DI-TENDA		San-Gavino-di-Tenda	(Le)	Haut-Nebbio	42	M
1	0	0		94	2B	302	3	16	1		0		SAN-GIOVANNI-DI-MORIANI		San-Giovanni-di-Moriani		Campoloro-di-Moriani	42	M
1	0	0		94	2B	303	3	16	1		0		SAN-GIULIANO		San-Giuliano		Campoloro-di-Moriani	42	M
1	0	0		94	2B	307	3	16	1		0		SANTA-LUCIA-DI-MORIANI		Santa-Lucia-di-Moriani		Campoloro-di-Moriani	42	M
1	0	0		94	2B	311	3	16	1		0		SANTA-MARIA-POGGIO		Santa-Maria-Poggio		Campoloro-di-Moriani	42	M
1	0	0		94	2B	313	3	16	1		0		SAN-NICOLAO		San-Nicolao		Campoloro-di-Moriani	42	M
1	0	0		94	2B	314	5	26	1		0		SANTO-PIETRO-DI-TENDA		Santo-Pietro-di-Tenda	(Le)	Haut-Nebbio	42	M
1	0	0		94	2B	317	3	16	1		0		SANTA-REPARATA-DI-MORIANI		Santa-Reparata-di-Moriani		Campoloro-di-Moriani	42	M
1	0	0		94	2B	318	3	39	1		0		TAGLIO-ISOLACCIO		Taglio-Isolaccio		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	319	3	39	1		0		TALASANI		Talasani		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	332	5	26	1		1		URTACA		Urtaca	(Le)	Haut-Nebbio	42	M
1	0	0		94	2B	333	5	29	1		0		VALLECALLE		Vallecalle	(La)	Conca-d'Oro	42	M
1	0	0		94	2B	335	3	16	1		0		VALLE-DI-CAMPOLORO		Valle-di-Campoloro		Campoloro-di-Moriani	42	M
1	0	0		94	2B	340	3	39	1		0		VELONE-ORNETO		Velone-Orneto		Fiumalto-d'Ampugnani	42	M
1	0	0		94	2B	343	3	59	1		0		VENZOLASCA		Venzolasca		Vescovato	42	M
1	1	0		94	2B	346	3	59	1		0		VESCOVATO		Vescovato		Vescovato	42	M
1	0	0		94	2B	355	3	14	1		0		VOLPAJOLA		Volpajola		Alto-di-Casaconi	42	M
1	0	0		26	21	084	3	36	1		0		SOURCE-SEINE		Source-Seine		Venarey-les-Laumes	11	M
1	0	0		26	21	084	3	36	1		0		SOURCE-SEINE		Source-Seine		Venarey-les-Laumes	32	M
1	0	0		26	21	306	2	35	1		0		GRENANT-LES-SOMBERNON		Grenant-lès-Sombernon		Sombernon	10	M
1	0	0		26	21	381	3	37	1		0		MARCILLY-ET-DRACY		Marcilly-et-Dracy		Vitteaux	10	M
1	0	0		26	21	526	3	01	1		0		ROCHEFORT-SUR-BREVON		Rochefort-sur-Brévon		Aignay-le-Duc	10	M
3				26	21	551			1	21084	0		SAINT-GERMAIN-SOURCE-SEINE		Saint-Germain-Source-Seine			31	M
1	0	0		26	21	667	2	32	1		0		VERONNES		Véronnes		Selongey	36	M
3				26	21	668			1	21667	0		VERONNES-LES-PETITES		Véronnes-les-Petites			35	M
1	0	0		53	22	201	1	24	1		0		PLEVENON		Plévenon		Matignon	21	M
1	0	0		53	22	391	1	04	1		1		YVIGNAC-LA-TOUR		Yvignac-la-Tour		Broons	10	M
1	0	0		72	24	026	3	34	1		0		BASSILLAC		Bassillac		Saint-Pierre-de-Chignac	10	M
1	1	0		72	24	028	1	01	1		0		BEAUMONT-DU-PERIGORD		Beaumont-du-Périgord		Beaumont-du-Périgord	10	M
1	0	0		72	24	095	2	15	1		0		CHALAIS		Chalais		Jumilhac-le-Grand	10	M
1	0	0		72	24	168	1	14	1		0		PLAISANCE		Plaisance		Issigeac	36	M
3				72	24	173			1	24168	0		FALGUEYRAT		Falgueyrat			35	M
3				72	24	250			1	24168	0		MANDACOU		Mandacou			35	M
3				72	24	275			1	24549	0		MONBOS		Monbos			35	M
3				72	24	342			1	24549	0		PUYGUILHEM		Puyguilhem			35	M
1	1	0		72	24	516	4	35	1		0		SALIGNAC-EYVIGUES		Salignac-Eyvigues		Salignac-Eyvigues	10	M
1	0	0		72	24	549	1	38	1		0		THENAC		Thénac		Sigoulès	36	M
1	0	0		43	25	007	3	27	1		1		ADAM-LES-VERCEL		Adam-lès-Vercel		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	028	3	27	1		1		ATHOSE		Athose		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	039	3	27	1		1		AVOUDREY		Avoudrey		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	042	3	25	1		2	(LE)	BARBOUX	(Le)	Barboux	(Le)	Russey	42	M
1	0	0		43	25	050	3	25	1		2	(LE)	BELIEU	(Le)	Bélieu	(Le)	Russey	42	M
1	0	0		43	25	052	3	27	1		0		BELMONT		Belmont		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	062	3	25	1		2	(LE)	BIZOT	(Le)	Bizot	(Le)	Russey	42	M
1	0	0		43	25	074	3	25	1		0		BONNETAGE		Bonnétage	(Le)	Russey	42	M
1	0	0		43	25	077	3	25	1		3	(LA)	BOSSE	(La)	Bosse	(Le)	Russey	42	M
1	0	0		43	25	089	3	27	1		0		BREMONDANS		Bremondans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	095	3	25	1		0		BRETONVILLERS		Bretonvillers	(Le)	Russey	42	M
1	0	0		43	25	113	3	25	1		0		CHAMESEY		Chamesey	(Le)	Russey	42	M
1	0	0		43	25	128	3	27	1		0		CHASNANS		Chasnans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	141	3	27	1		0		CHAUX-LES-PASSAVANT		Chaux-lès-Passavant		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	148	3	25	1		3	(LA)	CHENALOTTE	(La)	Chenalotte	(Le)	Russey	42	M
1	0	0		43	25	151	3	27	1		0		CHEVIGNEY-LES-VERCEL		Chevigney-lès-Vercel		Vercel-Villedieu-le-Camp	42	M
3				43	25	158			1	25524	0		COLOMBIER-CHATELOT		Colombier-Châtelot			35	M
1	0	0		43	25	161	3	19	1		0		CONSOLATION-MAISONNETTES		Consolation-Maisonnettes		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	175	3	27	1		0		COURTETAIN-ET-SALANS		Courtetain-et-Salans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	203	3	19	1		0		DOMPREL		Domprel		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	218	3	27	1		1		EPENOUSE		Épenouse		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	219	3	27	1		1		EPENOY		Épenoy		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	222	3	27	1		1		ETALANS		Étalans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	227	3	27	1		1		ETRAY		Étray		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	231	3	27	1		1		EYSSON		Eysson		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	233	3	27	1		0		FALLERANS		Fallerans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	243	3	19	1		0		FLANGEBOUCHE		Flangebouche		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	248	3	25	1		4	(LES)	FONTENELLES	(Les)	Fontenelles	(Le)	Russey	42	M
1	0	0		43	25	262	3	19	1		0		FUANS		Fuans		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	268	3	19	1		0		GERMEFONTAINE		Germéfontaine		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	286	3	25	1		0		GRAND'COMBE-DES-BOIS		Grand'Combe-des-Bois	(Le)	Russey	42	M
1	0	0		43	25	288	3	19	1		0		FOURNETS-LUISANS		Fournets-Luisans		Pierrefontaine-les-Varans	36	M
1	0	0		43	25	288	3	19	1		0		FOURNETS-LUISANS		Fournets-Luisans		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	289	3	19	1		0		GRANDFONTAINE-SUR-CREUSE		Grandfontaine-sur-Creuse		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	301	3	19	1		0		GUYANS-VENNES		Guyans-Vennes		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	302	3	27	1		1		HAUTEPIERRE-LE-CHATELET		Hautepierre-le-Châtelet		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	325	3	19	1		0		LANDRESSE		Landresse		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	329	3	25	1		0		LAVAL-LE-PRIEURE		Laval-le-Prieuré	(Le)	Russey	42	M
1	0	0		43	25	333	3	19	1		0		LAVIRON		Laviron		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	342	3	27	1		0		LONGECHAUX		Longechaux		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	343	3	27	1		0		LONGEMAISON		Longemaison		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	344	3	25	1		0		LONGEVELLE-LES-RUSSEY		Longevelle-lès-Russey	(Le)	Russey	42	M
1	0	0		43	25	349	3	19	1		0		LORAY		Loray		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	351	3	25	1		2	(LE)	LUHIER	(Le)	Luhier	(Le)	Russey	42	M
3				43	25	352			1	25288	0		LUISANS		Luisans			35	M
1	0	0		43	25	355	3	27	1		0		MAGNY-CHATELARD		Magny-Châtelard		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	373	3	25	1		2	(LE)	MEMONT	(Le)	Mémont	(Le)	Russey	42	M
1	0	0		43	25	389	3	25	1		0		MONTBELIARDOT		Montbéliardot	(Le)	Russey	42	M
1	0	0		43	25	391	3	25	1		0		MONT-DE-LAVAL		Mont-de-Laval	(Le)	Russey	42	M
1	0	0		43	25	421	3	25	1		0		NARBIEF		Narbief	(Le)	Russey	42	M
1	0	0		43	25	424	3	27	1		0		NODS		Nods		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	425	3	25	1		0		NOEL-CERNEUX		Noël-Cerneux	(Le)	Russey	42	M
1	0	0		43	25	432	3	19	1		1		ORCHAMPS-VENNES		Orchamps-Vennes		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	435	3	27	1		1		ORSANS		Orsans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	441	3	19	1		1		OUVANS		Ouvans		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	447	3	27	1		0		PASSONFONTAINE		Passonfontaine		Vercel-Villedieu-le-Camp	42	M
1	1	0		43	25	453	3	19	1		0		PIERREFONTAINE-LES-VARANS		Pierrefontaine-les-Varans		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	456	3	25	1		0		PLAIMBOIS-DU-MIROIR		Plaimbois-du-Miroir	(Le)	Russey	42	M
1	0	0		43	25	457	3	19	1		0		PLAIMBOIS-VENNES		Plaimbois-Vennes		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	480	3	27	1		0		RANTECHAUX		Rantechaux		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	504	3	25	1		0		ROSUREUX		Rosureux	(Le)	Russey	42	M
1	1	0		43	25	512	3	25	1		2	(LE)	RUSSEY	(Le)	Russey	(Le)	Russey	42	M
1	0	0		43	25	522	3	25	1		0		SAINT-JULIEN-LES-RUSSEY		Saint-Julien-lès-Russey	(Le)	Russey	42	M
1	0	0		43	25	524	2	10	1		0		SAINT-MAURICE-COLOMBIER		Saint-Maurice-Colombier	(L')	Isle-sur-le-Doubs	36	M
1	0	0		43	25	550	3	19	1		3	(LA)	SOMMETTE	(La)	Sommette		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	578	3	27	1		0		VALDAHON		Valdahon		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	585	3	27	1		0		VANCLANS		Vanclans		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	596	3	19	1		0		VELLEROT-LES-VERCEL		Vellerot-lès-Vercel		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	600	3	19	1		0		VENNES		Vennes		Pierrefontaine-les-Varans	42	M
1	1	0		43	25	601	3	27	1		0		VERCEL-VILLEDIEU-LE-CAMP		Vercel-Villedieu-le-Camp		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	605	3	27	1		0		VERNIERFONTAINE		Vernierfontaine		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	610	3	27	1		0		VERRIERES-DU-GROSBOIS		Verrières-du-Grosbois		Vercel-Villedieu-le-Camp	42	M
1	0	0		43	25	623	3	19	1		0		VILLERS-CHIEF		Villers-Chief		Pierrefontaine-les-Varans	42	M
1	0	0		43	25	625	3	19	1		0		VILLERS-LA-COMBE		Villers-la-Combe		Pierrefontaine-les-Varans	42	M
1	0	0		82	26	003	2	10	1		1		ALEYRAC		Aleyrac		Dieulefit	42	M
1	0	0		82	26	005	2	33	1		1		ALLAN		Allan		Montélimar  2e  Canton	42	M
1	0	0		82	26	008	2	16	1		1		ANCONE		Ancône		Montélimar  1er Canton	42	M
1	0	0		82	26	031	2	15	1		3	(LA)	BATIE-ROLLAND	(La)	Bâtie-Rolland		Marsanne	42	M
1	0	0		82	26	045	2	10	1		3	(LA)	BEGUDE-DE-MAZENC	(La)	Bégude-de-Mazenc		Dieulefit	42	M
1	0	0		82	26	052	2	15	1		0		BONLIEU-SUR-ROUBION		Bonlieu-sur-Roubion		Marsanne	42	M
1	0	0		82	26	078	2	15	1		0		CHAROLS		Charols		Marsanne	42	M
1	0	0		82	26	085	2	33	1		0		CHATEAUNEUF-DU-RHONE		Châteauneuf-du-Rhône		Montélimar  2e  Canton	42	M
1	0	0		82	26	091	2	20	1		0		CHAUVAC-LAUX-MONTAUX		Chauvac-Laux-Montaux		Rémuzat	11	M
1	0	0		82	26	091	2	20	1		0		CHAUVAC-LAUX-MONTAUX		Chauvac-Laux-Montaux		Rémuzat	32	M
1	0	0		82	26	095	2	15	1		0		CLEON-D'ANDRAN		Cléon-d'Andran		Marsanne	42	M
1	0	0		82	26	101	2	10	1		0		COMPS		Comps		Dieulefit	42	M
1	0	0		82	26	102	2	15	1		0		CONDILLAC		Condillac		Marsanne	42	M
1	0	0		82	26	106	2	15	1		3	(LA)	COUCOURDE	(La)	Coucourde		Marsanne	42	M
1	1	0		82	26	114	2	10	1		0		DIEULEFIT		Dieulefit		Dieulefit	42	M
1	0	0		82	26	121	2	33	1		1		ESPELUCHE		Espeluche		Montélimar  2e  Canton	42	M
1	0	0		82	26	131	2	10	1		1		EYZAHUT		Eyzahut		Dieulefit	42	M
1	0	0		82	26	157	2	15	1		3	(LA)	LAUPIE	(La)	Laupie		Marsanne	42	M
3				82	26	158			1	26091	0		LAUX-MONTAUX		Laux-Montaux			31	M
1	0	0		82	26	169	2	33	1		0		MALATAVERNE		Malataverne		Montélimar  2e  Canton	42	M
1	0	0		82	26	171	2	15	1		0		MANAS		Manas		Marsanne	42	M
1	1	0		82	26	176	2	15	1		0		MARSANNE		Marsanne		Marsanne	42	M
1	0	0		82	26	191	2	33	1		0		MONTBOUCHER-SUR-JABRON		Montboucher-sur-Jabron		Montélimar  2e  Canton	42	M
1	0	0		82	26	192	2	12	1		0		MONTBRISON-SUR-LEZ		Montbrison-sur-Lez		Grignan	10	M
6	1	1	3	82	26	198	2	16	0		0		MONTELIMAR		Montélimar		Montélimar  1er Canton	42	M
6	1	1	3	82	26	198	2	33	0		0		MONTELIMAR		Montélimar		Montélimar  2e  Canton	42	M
1	1	2	3	82	26	198	2	96	1		0		MONTELIMAR		Montélimar		Canton non précisé	42	M
1	0	0		82	26	202	2	10	1		0		MONTJOUX		Montjoux		Dieulefit	42	M
1	0	0		82	26	222	2	10	1		1		ORCINAS		Orcinas		Dieulefit	42	M
1	0	0		82	26	243	2	10	1		2	(LE)	POET-LAVAL	(Le)	Poët-Laval		Dieulefit	42	M
1	0	0		82	26	249	2	10	1		0		PONT-DE-BARRET		Pont-de-Barret		Dieulefit	42	M
1	0	0		82	26	251	2	33	1		0		PORTES-EN-VALDAINE		Portes-en-Valdaine		Montélimar  2e  Canton	42	M
1	0	0		82	26	257	2	33	1		0		PUYGIRON		Puygiron		Montélimar  2e  Canton	42	M
1	0	0		82	26	268	2	10	1		0		ROCHEBAUDIN		Rochebaudin		Dieulefit	42	M
1	0	0		82	26	272	2	33	1		0		ROCHEFORT-EN-VALDAINE		Rochefort-en-Valdaine		Montélimar  2e  Canton	42	M
1	0	0		82	26	276	2	10	1		0		ROCHE-SAINT-SECRET-BECONNE		Roche-Saint-Secret-Béconne		Dieulefit	42	M
1	0	0		82	26	287	2	15	1		0		ROYNAC		Roynac		Marsanne	42	M
1	0	0		82	26	305	2	15	1		0		SAINT-GERVAIS-SUR-ROUBION		Saint-Gervais-sur-Roubion		Marsanne	42	M
1	0	0		82	26	312	2	15	1		0		SAINT-MARCEL-LES-SAUZET		Saint-Marcel-lès-Sauzet		Marsanne	42	M
1	0	0		82	26	334	2	10	1		0		SALETTES		Salettes		Dieulefit	42	M
1	0	0		82	26	338	2	15	1		0		SAUZET		Sauzet		Marsanne	42	M
1	0	0		82	26	339	2	15	1		0		SAVASSE		Savasse		Marsanne	42	M
1	0	0		82	26	343	2	10	1		0		SOUSPIERRE		Souspierre		Dieulefit	42	M
1	0	0		82	26	350	2	10	1		0		TEYSSIERES		Teyssières		Dieulefit	42	M
1	0	0		82	26	352	2	33	1		3	(LA)	TOUCHE	(La)	Touche		Montélimar  2e  Canton	42	M
1	0	0		82	26	353	2	15	1		4	(LES)	TOURRETTES	(Les)	Tourrettes		Marsanne	42	M
1	0	0		82	26	373	2	10	1		0		VESC		Vesc		Dieulefit	42	M
1	0	0		23	27	003	1	39	1		1		ACQUIGNY		Acquigny		Louviers-Sud	42	M
1	1	0		23	27	011	2	01	1		1		AMFREVILLE-LA-CAMPAGNE		Amfreville-la-Campagne		Amfreville-la-Campagne	42	M
1	0	0		23	27	014	1	39	1		1		AMFREVILLE-SUR-ITON		Amfreville-sur-Iton		Louviers-Sud	42	M
1	0	0		23	27	015	1	21	1		1		ANDE		Andé		Louviers-Nord	42	M
1	0	0		23	27	053	2	01	1		2	(LE)	BEC-THOMAS	(Le)	Bec-Thomas		Amfreville-la-Campagne	42	M
1	0	0		23	27	184	1	39	1		0		CRASVILLE		Crasville		Louviers-Sud	42	M
1	0	0		23	27	261	2	01	1		0		FOUQUEVILLE		Fouqueville		Amfreville-la-Campagne	42	M
1	0	0		23	27	296	2	03	1		0		GRANCHAIN		Granchain		Beaumesnil	10	M
1	0	0		23	27	302	2	01	1		2	(LE)	GROS-THEIL	(Le)	Gros-Theil		Amfreville-la-Campagne	42	M
1	0	0		23	27	313	2	01	1		3	(LA)	HARENGERE	(La)	Harengère		Amfreville-la-Campagne	42	M
1	0	0		23	27	320	2	01	1		3	(LA)	HAYE-DU-THEIL	(La)	Haye-du-Theil		Amfreville-la-Campagne	42	M
1	0	0		23	27	321	1	39	1		3	(LA)	HAYE-LE-COMTE	(La)	Haye-le-Comte		Louviers-Sud	42	M
1	0	0		23	27	322	1	39	1		3	(LA)	HAYE-MALHERBE	(La)	Haye-Malherbe		Louviers-Sud	42	M
1	0	0		23	27	332	1	21	1		1		HEUDEBOUVILLE		Heudebouville		Louviers-Nord	42	M
1	0	0		23	27	339	1	39	1		0		HONDOUVILLE		Hondouville		Louviers-Sud	42	M
1	0	0		23	27	344	2	01	1		0		HOULBEC-PRES-LE-GROS-THEIL		Houlbec-près-le-Gros-Theil		Amfreville-la-Campagne	42	M
1	0	0		23	27	351	1	21	1		1		INCARVILLE		Incarville		Louviers-Nord	42	M
6	1	1	3	23	27	375	1	21	0		0		LOUVIERS		Louviers		Louviers-Nord	42	M
6	1	1	3	23	27	375	1	39	0		0		LOUVIERS		Louviers		Louviers-Sud	42	M
1	1	2	3	23	27	375	1	98	1		0		LOUVIERS		Louviers		Canton non précisé	42	M
1	0	0		23	27	382	2	01	1		0		MANDEVILLE		Mandeville		Amfreville-la-Campagne	42	M
1	0	0		23	27	403	1	39	1		2	(LE)	MESNIL-JOURDAIN	(Le)	Mesnil-Jourdain		Louviers-Sud	42	M
1	0	0		23	27	456	1	39	1		0		PINTERVILLE		Pinterville		Louviers-Sud	42	M
1	0	0		23	27	482	2	01	1		3	(LA)	PYLE	(La)	Pyle		Amfreville-la-Campagne	42	M
1	0	0		23	27	483	1	39	1		0		QUATREMARE		Quatremare		Louviers-Sud	42	M
1	0	0		23	27	506	2	01	1		0		SAINT-AMAND-DES-HAUTES-TERRES		Saint-Amand-des-Hautes-Terres		Amfreville-la-Campagne	42	M
1	0	0		23	27	529	2	01	1		0		SAINT-CYR-LA-CAMPAGNE		Saint-Cyr-la-Campagne		Amfreville-la-Campagne	42	M
1	0	0		23	27	534	2	01	1		0		SAINT-DIDIER-DES-BOIS		Saint-Didier-des-Bois		Amfreville-la-Campagne	42	M
1	0	0		23	27	537	1	21	1		0		SAINT-ETIENNE-DU-VAUVRAY		Saint-Étienne-du-Vauvray		Louviers-Nord	42	M
1	0	0		23	27	545	2	01	1		0		SAINT-GERMAIN-DE-PASQUIER		Saint-Germain-de-Pasquier		Amfreville-la-Campagne	42	M
1	0	0		23	27	572	2	01	1		0		SAINT-MESLIN-DU-BOSC		Saint-Meslin-du-Bosc		Amfreville-la-Campagne	42	M
1	0	0		23	27	574	2	01	1		0		SAINT-NICOLAS-DU-BOSC		Saint-Nicolas-du-Bosc		Amfreville-la-Campagne	42	M
1	0	0		23	27	579	2	01	1		0		SAINT-OUEN-DE-PONTCHEUIL		Saint-Ouen-de-Pontcheuil		Amfreville-la-Campagne	42	M
1	0	0		23	27	593	2	01	1		0		SAINT-PIERRE-DES-FLEURS		Saint-Pierre-des-Fleurs		Amfreville-la-Campagne	42	M
1	0	0		23	27	595	2	01	1		0		SAINT-PIERRE-DU-BOSGUERARD		Saint-Pierre-du-Bosguérard		Amfreville-la-Campagne	42	M
1	0	0		23	27	598	1	21	1		0		SAINT-PIERRE-DU-VAUVRAY		Saint-Pierre-du-Vauvray		Louviers-Nord	42	M
1	0	0		23	27	616	2	01	1		3	(LA)	SAUSSAYE	(La)	Saussaye		Amfreville-la-Campagne	42	M
1	0	0		23	27	623	1	39	1		0		SURTAUVILLE		Surtauville		Louviers-Sud	42	M
1	0	0		23	27	624	1	39	1		0		SURVILLE		Surville		Louviers-Sud	42	M
1	0	0		23	27	636	2	01	1		2	(LE)	THUIT-ANGER	(Le)	Thuit-Anger		Amfreville-la-Campagne	42	M
1	0	0		23	27	638	2	01	1		2	(LE)	THUIT-SIGNOL	(Le)	Thuit-Signol		Amfreville-la-Campagne	42	M
1	0	0		23	27	639	2	01	1		2	(LE)	THUIT-SIMER	(Le)	Thuit-Simer		Amfreville-la-Campagne	42	M
1	0	0		23	27	654	2	01	1		0		TOURVILLE-LA-CAMPAGNE		Tourville-la-Campagne		Amfreville-la-Campagne	42	M
1	0	0		23	27	666	1	39	1		3	(LA)	VACHERIE	(La)	Vacherie		Louviers-Sud	42	M
1	0	0		23	27	697	1	21	1		0		VIRONVAY		Vironvay		Louviers-Nord	42	M
1	0	0		23	27	700	2	01	1		0		VRAIVILLE		Vraiville		Amfreville-la-Campagne	42	M
2				24	28	042			1	28361	0		BLEURY		Bleury			33	M
1	0	0		24	28	361	1	18	1		0		BLEURY - SAINT-SYMPHORIEN		Bleury - Saint-Symphorien		Maintenon	11	M
1	0	0		24	28	361	1	18	1		0		BLEURY - SAINT-SYMPHORIEN		Bleury - Saint-Symphorien		Maintenon	34	M
1	0	0		53	29	145	4	33	1		0		CONFORT-MEILARS		Confort-Meilars		Pont-Croix	10	M
1	0	0		53	29	165	4	49	1		0		PLOBANNALEC-LESCONIL		Plobannalec-Lesconil		Guilvinec	10	M
1	0	0		53	29	186	3	19	1		0		PLOUEZOC'H		Plouezoc'h		Lanmeur	10	M
1	0	0		53	29	272	4	37	1		0		SAINT-YVI		Saint-Yvi		Rosporden	10	M
1	0	0		91	30	141	2	23	1		0		LAUDUN-L'ARDOISE		Laudun-l'Ardoise		Roquemaure	10	M
1	0	0		91	30	195	3	25	1		0		PEYROLLES		Peyrolles		Saint-André-de-Valborgne	10	M
1	0	0		91	30	249	2	32	1		0		SAINT-DIONISY		Saint-Dionisy		Sommières	10	M
1	0	0		73	31	300	2	29	1		0		LIEOUX		Lieoux		Saint-Gaudens	21	M
1	1	0		73	31	455	1	27	1		0		RIEUX-VOLVESTRE		Rieux-Volvestre		Rieux-Volvestre	10	M
1	0	0		73	31	479	2	06	1		0		SAINT-FERREOL-DE-COMMINGES		Saint-Ferréol-de-Comminges		Boulogne-sur-Gesse	10	M
1	0	0		73	31	492	1	27	1		0		SAINT-JULIEN-SUR-GARONNE		Saint-Julien-sur-Garonne		Rieux-Volvestre	10	M
1	0	0		72	33	005	6	02	1		1		ANDERNOS-LES-BAINS		Andernos-les-Bains		Audenge	42	M
1	0	0		72	33	007	3	36	1		1		ARBANATS		Arbanats		Podensac	42	M
1	2	0		72	33	009	6	01	1		1		ARCACHON		Arcachon		Arcachon	42	M
1	0	0		72	33	010	4	20	1		1		ARCINS		Arcins		Castelnau-de-Médoc	42	M
1	0	0		72	33	011	6	02	1		1		ARES		Arès		Audenge	42	M
1	0	0		72	33	012	4	20	1		1		ARSAC		Arsac		Castelnau-de-Médoc	42	M
1	0	0		72	33	018	1	39	1		1		AUBIE-ET-ESPESSAS		Aubie-et-Espessas		Saint-André-de-Cubzac	42	M
1	1	0		72	33	019	6	02	1		1		AUDENGE		Audenge		Audenge	42	M
1	0	0		72	33	022	4	20	1		1		AVENSAN		Avensan		Castelnau-de-Médoc	42	M
1	0	0		72	33	029	6	05	1		2	(LE)	BARP	(Le)	Barp		Belin-Béliet	42	M
1	0	0		72	33	030	3	36	1		0		BARSAC		Barsac		Podensac	42	M
1	0	0		72	33	040	3	17	1		0		BEGUEY		Béguey		Cadillac	42	M
1	1	0		72	33	042	6	05	1		0		BELIN-BELIET		Belin-Béliet		Belin-Béliet	42	M
1	0	0		72	33	051	6	02	1		0		BIGANOS		Biganos		Audenge	42	M
1	0	0		72	33	070	4	20	1		0		BRACH		Brach		Castelnau-de-Médoc	42	M
1	0	0		72	33	076	3	36	1		0		BUDOS		Budos		Podensac	42	M
